Начальная школа «Гулливер»;115409, Каширское шоссе, д. 38, к. 2
Начальная школа «Магнолия»;109193, ул. 7-я Кожуховская, д. 18а
Некоммерческое партнёрство средняя общеобразовательная школа «Лицей Столичный»;115470, Кленовый б-р, д. 6
Новая гуманитарная школа (НОУ, СОШ);125319, улица Красноармейская, 30б
Образовательный комплекс «Пенаты»;129346, Янтарный пр-д, д. 23
Образовательный комплекс «ЮМЛА»;111396, Союзный пр-т, д. 7
Образовательный центр «Белст»;127322, ул. Фонвизина, д. 16/29
Образовательный центр «Колибри»;105215, ул.11-я Парковая, д. 55
Общеобразовательная Пироговская школа;117049, 1-й Бабьегородский пер., д. 5/7
Общеобразовательная школа «Карьера»;ул. Краснодарская, д. 11
Православная школа искусств при Храме Преображения Господня;129110, пр-т Мира, д. 43
Православная школа Димитрия Солунского;ул. Берзарина, д. 15Б, стр.1
Российско-норвежская старшая школа
Российско-норвежская старшая школа;9—11 классы
Свято-Владимирская общеобразовательная православная школа
Специализированный учебно-научный центр (СУНЦ) МГУ, школа им. А. Н. Колмогорова;121357, ул. Кременчугская, д. 11
Специальная общеобразовательная школа для слепых и слабовидящих детей
Учебно-консультационный центр «Генезис»;125298, ул. Берзарина, д. 16
Учебный центр «Ник-элит»;127750, Дмитровское ш., д. 27, к. 1
Учебный центр «Росинка»;123373, Походный пр-д, д. 19
Христианская школа им. Хинксона;117218, ул. Новочерёмушкинская, д. 39а
Центр «Творческий потенциал личности»;127006, ул. Краснопролетарская, д. 6а
Центр дополнительного образования «Президентская школа»;Аминьевское шоссе, д. 18, корп. 4
Центр образования «Школа здоровья» № 1998 «Лукоморье»;115612, улица Борисовские пруды, дом 12, корпус 3; дом 18, к. 2; дом 10, к. 2 (средняя, начальная школы и детский сад при школе).
Центр спорта и образования «Самбо-70»;117133, ул. Академика Виноградова, д. 4б
Центр образования «Юниор»;105425, ул. Парковая 5-я, д. 58
Центр психолого-педагогической реабилитации и коррекции «Рублёво»;121500, п. Рублёво, ул. Василия Ботылёва, д. 31
Школа «Академия языка»;117558, Новоясеневский пр-т, д. 5, к. 2
Школа «Алеф»;121609, ул. Крылатские Холмы, д. 25, к. 2
Школа «Андромеда»;129626, ул. Новоалексеевская, д. 18, к. 5
Школа «Апогей»;109386, ул. Таганрогская, д. 14а
Школа «Атлант»;113208, ул. Сумская, д. 4а
Школа «Афина»;101000, Уланский пер., д. 8, стр. 2
Школа «Бакалавр»;121606, Крылатские холмы, д. 13
Школа «Будущее»;119285, 2-й Мосфильмовский пер., д. 22а
Школа «Вдохновение»;117647, ул. Академика Капицы, д. 16
Школа «ВиА»;119048, ул. Усачёва, д. 52
Школа «Вступление»;115582, Каширское шоссе, д. 132, к. 2
Школа «Выбор»;117556, Симферопольский бул., д. 9
Школа «Гармония»;105425, Щёлковский пр-д, д. 13а
Школа «Гармония»;Зеленоград, Центральный пр-т, к. 421а
Школа «Геркулес»;103031, ул. Петровка, д. 23/10, стр. 18
Школа имени Гнесиных
Школа «Город солнца» (АНО, СОШ)
Школа «Дельта» (ЦО);119634, ул. Шолохова, д. 19, к. 2
Школа «Дельта-Прометей»;123424, Волоколамское ш., д. 88-а
Европейская гимназия (Москва);107014, ул.3-я Сокольническая, д. 3
Школа «Знайка» (НОУ, ШОС);125239, бул. Матроса Железняка, д. 29-а
Школа «Золотое сечение»;119121, ул. Бурденко, д. 21а
Школа «Имя»;115563, Шипиловская улица, д. 25, к. 2
Школа «Интеграл» (НОУ, СОШ);113525, ул. Чертановская, д. 34А
Школа «Интеграция» (НОУ);121615, ул. Ельнинская, д. 18, к. 3
Школа «Интеллектуал»;109386, ул. Ставропольская, д. 16/12
Школа «Интеллект-XXI»;115551, Каширское шоссе, д. 98, к. 3
Школа «Интенсив» (НОУ);ул. Госпитальный вал, д. 5, корп. 18
Школа «Ирида»;111395, ул. Юности, д. 5/1, к. В
Школа «Ирмос»;125124, ул.1-я Ямского поля, д. 24-а
Школа «Исток»;109428, ул. Михайлова, д. 12-а
Школа «Киприда» (НОУ);125499, ул. Флотская, д. 48а
Школа «Ключ»;119048, ул. Савельева, д. 5
Школа «Колледж-XXI» (НОУ);119620, Солнцевский пр-т, д. 7б
Школа «Колледж-Ромашка»;117607, ул. Удальцова, д. 87, к. 1
Школа «Констанца Винчи»;117415, ул, Лобачевского, д. 38
Школа «Континент»;212374, ул. Гвардейская, д. 10, к. 2
Школа «Лад»;105037, ул.3-я Прядильная, д. 15а
Школа «Лицей Троице-Лыково»;127576, ул. Абрамцевская, д. 6а
Школа «Личность» (НОУ);109452, ул. Паперника, д. 6, к. 2, стр. 1
Школа «Логос»;123308, Новохорошёвский пр-д, д. 24, к. 3
Школа «Ломоносовская школа» (НОУ);Аминьевское ш., д. 18, к. 4
Школа «Лотос» (НОУ);127349, Шенкурский пр-д, д. 5
Школа «Малая школа» (НОУ);ул. Долгоруковская, д. 5
Школа «Маленький принц»;117463, Новоясеневский пр., д. 38, к. 3
Школа «Марина»;117261, ул. Панфёрова, д. 6, к. 2
Школа «Международная школа завтрашнего дня» (НОУ);117208, Сумской пр-д, д. 5а
Школа «Мини-школа» (НОУ);109472, ул. Старые Кузьминки, д. 21
Школа «Мир знаний»;121614, ул. Крылатские холмы, д. 28, к. 3
Школа «Московиты»;117415, ул. Удальцова, д. 31
Школа «Муми Тролль»;125080, Волоколамское ш., д. 1
Школа «Мыслитель» (НОУ);105118, ул. Б. Тихоновская, д. 18
Школа «На Осенней»;121609, ул. Осенняя, д. 6
Школа «Надежда»;125560, ул. Плещеева, д. 8-а
Школа «Наука-сервис»;109432, ул. Трофимова, д. 22, к. 2, подъезд 3
Школа «Новое образование»;109052, ул. Верхняя Хохловка, д. 1/7
Школа «Новый век»;105037, ул.1-я Парковая, д. 12
Школа «Образ» (НОУ);Люберецкий р-н, Малаховка, Быковское ш., д. 7А
Школа «Образование плюс…1»;119501, ул. Веерная, д. 38, к. 1
Школа «Олимп-плюс» (НОУ);121552, Рублёвское ш., д. 121
Школа «Откровение» (НОУ, ШОС);120022, ул. Б. Декабрьская, д. 8
Школа «Открытая русская школа» (НОУ)
Школа «Первая школа» (НОУ) начальная школа;125445, Валдайский пр., 3
Школа «Первая школа» (НОУ) средняя школа;125195, ул. Фестивальная, д. 39, к. 2
Школа «Перспектива»;113208, Сумской пр-д, д. 2А
Школа «Петровская школа» (НОУ);125319, ул. Коккинаки, д. 3
Школа «Пионер»;125083, ул. Юннатов, д. 1
Школа «Планета»;115539, ул. Молдагуловой, д. 20а, стр. 2
Школа «Познание» (НОУ, ШОС);105043, ул.4-я Парковая, д. 10а, стр. 1
Школа «Полярная звезда»;125130, 4-й Новоподмосковный пер., д. 2а
Школа «Премьер»;115553, Шипиловская улица, д. 40/2
Школа «ПромоМ»;117513, Ленинский пр-т, д. 131, к. 3
Школа «Просвещение»;111538, ул. Косинская, д. 4а
Школа «Путь зерна»
Школа «Разум-Л»;129642, Проезд Дежнёва, д. 11а
Школа «Ренессанс» (НОУ), ул. Производственная, д. 3, к. 1
Школа «Риск»;101000, Новая площадь, д. 3/4, под. 9
Школа «Рольф» (НОУ);117519, Варшавское шоссе, д. 142
Школа «РОШ-Образование»;127434, Ивановская ул., д. 19/21
Школа «Самсон»;115470, Кленовый б-р, д. 7, к. 2
Школа «Светоч Арс»;125183, ул. Б. Академическая, д. 63А
Школа «Семейный Лад»;123181, ул. Кулакова, д. 3, к. 2
Школа «Современное образование»;103045, Малый Головин пер., д. 14/17
Школа «Союз»;123364, ул. Фабрициуса, д. 32, к. 2
Школа «Сподвижник»;127562, Алтуфьевское ш., д. 12Б
Школа «Столичный-КИТ» (НОУ, ШОС);113162, ул. Хавская, д. 5
Школа «Талисман»;125124, ул. М. Расковой, д. 11А
Школа «Технологии обучения» (ГОУ, ЦО)
Школа «Традиционная гимназия» (НОУ, ШОС);109028, Тессинский пер., д. 3
Школа «Уна»;129221, ул. Молодцова, д. 2Б
Школа «Феникс»;123458, ул. Таллинская, д. 12, к. 5
Школа «Феникс-ВБ»;117630, ул. Кржижановского, д. 23А
Школа «Филипповская школа» (НОУ);119435, ул. Пироговская, д. 13, стр. 1
Школа «Центр ЮССТ» (НОУ);121354, ул. Маршала Неделина, д. 36
Школа «Школа на Знаменке» (НОУ);121019, ул. Знаменка, д. 15
Школа «Школа Святого Георгия» (НОУ);109387, ул. Ейская, д. 5
Школа «Школа Ясенево» (НОУ);117463, ул. Голубинская, д. 24, к. 2
Школа «Школьная академия» (НОУ);Кронштадтский б-р, д. 32
Школа «Эдвайс»;107241, ул. Амурская, д. 23А
Школа «Эллада»;115409, улица Кошкина, д. 6
Школа «Эпос»;115142, ул. Коломенская, д. 5, к. 3
Школа «Эрудит» (НОУ, СОШ);109544, ул. Рабочая, д. 35, к. 2
Школа «Эрудит»;127566, ул. Высокая, д. 6
Школа «Эрудит-2»;109382, ул. Краснодонская, д. 33
Школа «Ювенес»;123103, ул. Живописная, д. 5, к. 6
Школа «Юность» (НОУ, СОШ, ДШИ);127591, ул. 800-летия Москвы, д. 28, к. 3
Школа будущего «Радуга»
Школа во имя апостола и евангелиста Иоанна Богослова
Школа во имя Святого благоверного князя Александра Невского
Школа-детский сад «Ирис»;111399, ул. Мартеновская, д. 3а
Школа Института Международной торговли и права (ИМТП)
Школа искусств «Гармония»
Школа классического танца (АНО)
Школа менеджеров «Ямис»
Школа молодых предпринимателей
Школа Натальи Нестеровой
Школа пансион «НОП ЦЕНТР» (НОУ)
Школа полного дня «Ника»
Школа полного дня «Радуга+»
Школа при Андреевском монастыре
Школа Св. Георгия Победоносца
Школа Сотрудничества (НОУ)
Школа УМЦ ВОГ (для неслышащих детей);105203, ул. Нижняя Первомайская, д. 47
Школа УСК «Чертаново»;113208, ул. Чертановская, д. 7а
Школа этикета и всестороннего развития
Школа-лицей «Запад-восток»;129075, Мурманский пр-д, д. 22А
Школа-интернат (для детей с нарушением опорно-двигательного аппарата);125493, Кронштадтский б-р, д. 20а, к. 7
Школа-интернат для детей с нарушениями речи и слуха РАО;119121, ул. Погодинская, д. 8, к. 1
Школа-пансион «Росинка» Фонда развития Международного университета;Московская обл., Одинцовский р-н, пос. Заречье, «Кунцево»
Школа-Университет в Сокольниках;107113, ул. Старослободская, д. 6/8
Экономико-Математическая школа при экономическом факультете МГУ им. М. В. Ломоносова
Экономико-правовая школа «Потенциал»
Экономическая школа-лицей
Кадетская школа-интернат № 1 «Первый Московский кадетский корпус»;125206, ул. Вучетича, д. 30
Кадетская школа-интернат № 5 «Преображенский кадетский корпус» (ГКОУ);107150, ул. Лосиноотсровская, д. 22а
Первый Московский кадетский корпус, Кадетская школа государственных воспитанниц (ГБОУ);109263, Волжский бульвар, д. 52/29, стр. 1
Кадетская школа-интернат № 11 «Московский дипломатический кадетский корпус»;121552, ул. Оршанская, д. 14
Кадетская школа № 1770 «Московский музыкальный кадетский корпус»;115142, Коломенская наб., д. 20 и 115407, ул. Судостроительная, дом 43 к. 2
Первый Московский кадетский корпус, Навигацкая школа;121108, ул. Кастанаевская, д. 59
Кадетская школа № 1784 «Кадетская школа имени генерала армии В. А. Матросова»;125040, ул. Скаковая. д. 20
Частное учреждение общеобразовательная школа «Личность»;109456, ул. Паперника, д.6,корп.2
Частная школа-детский сад «АНО СОШ Академическая Гимназия»;школа полного дня. 107014, ул. Большая Тихоновская, д. 18 стр.1
Частная школа «Ступени»;119361, ул. М. Поливановой, д. 12А
Общеобразовательное частное учреждение «Образовательный центр имени С. Н. Олехника» (дошкольное, начальное, основное и среднее общее, а также дополнительное образование)- Новогиреевская, 39А; Погонный проезд, 1Б; Окская, д. 5, корп. 3; район Куркино
Частная образовательная школа «Данко»;113623, ул. Скобелевская, д. 25, к. 6
Частная школа ВКС Ньютон— школа полного дня. Малый Предтеченский переулок, 1/2
Частная школа «Венда»;Прудовой пр-д, д. 9
Частная школа «Интеграция» (НОУ);121552, улица Ельнинская, д. 18, корпус 3
Частная школа «Кладезь»;105264, ул. 9-я Парковая, д. 54а
Частная школа «Международная Ломоносовская гимназия»;ул. Шарикоподшипниковская, д.30А, к.1 (ЮВАО, Дубровка)
Частная школа «Наследник»;115211, улица Борисовские пруды, д. 19, к. 1
Школа олимпийского резерва Юг;117419, ул. Хавская, д. 24, к. 2
Частная школа «Ретро»;105077, ул. 4-я Гражданская, д. 43, к. 8
Частная школа «Сотрудничество»;ул. Александра Солженицына, д. 9а
Частная школа «Финансово-экономическая школа»;127322, ул. Милашенкова, д. 11а
Частная школа «Эрудит-2» (ЧУ СОШ);109387, ул. Краснодонская, д. 33
Частная школа;детский сад «Солнечный ветер»;117133, ул. Академика Варги, д. 2А
Частная школа-детский сад НОУ СОШ «Татьянинская частная школа»;109202, ул. 3-я Карачаровская, д. 10
Частная школа-детский сад «Ника»;113461, ул. Каховка, д. 33, корп. 2
Частная школа-детский сад ЧОУ ОО Мшсо;117485, ул. Профсоюзная, д. 92
Школа «ШИК 16» (ГАОУ);129223,
Школа «ЦПМ»;Олимпийский проспект, д. 11с1
Частная школа АНО СОШ «Феникс» с углублённым изучением английского языка;123458, ул. Таллинская д.12, корп. 5
Частная школа «Макарун»;125315, 2-й Балтийский пер., д. 3А
Школа № 1995
Школа № 962
Школа № 1194
Школа № 507
Школа № 1747
Школа № 1560
Школа № 1306 «Школа молодых политиков»;Мичуринский проспект, д. 15, корп. 2
Частные общеобразовательные учреждения
Московский лицей «Ступени»;Скорняжный переулок, д. 3, стр. 2
Государственные автономные профессиональные образовательные учреждения
Московский государственный образовательный комплекс;ул. Вишнёвая, д. 5
Московский образовательный комплекс имени Виктора Талалихина;ул. Полбина, д. 72, стр. 1
Государственные бюджетные профессиональные образовательные учреждения
Западный комплекс непрерывного образования;ул. Гвардейская, д. 15, корп. 2
Колледж индустрии гостеприимства и менеджмента № 23;Погонный проезд, д. 5
Колледж малого бизнеса № 4;ул. Дубининская, д. 25, стр. 1
Образовательный комплекс дизайна и технологий;ул. Савельева, д. 5
Политехнический колледж им. Н. Н. Годовикова;ул. Зои и Александра Космодемьянских, д. 19
Киноколледж № 40 «Московская международная киношкола»;ул. Шаболовка, д. 44
Лицей НИУ ВШЭ;Большой Харитоньевский переулок, д. 4
Гуманитарный лицей при Международном университете бизнеса и управления;129594, 5-й пр-д Марьиной Рощи, д. 15а
Лицей «Авогадро»;119831, ул. М. Пироговская, д. 1
Лицей «Возрождение»;123060, ул. Рогова, д. 9, к. 2
Лицей «Камелия +»;107564, Погонный пр., д. 1, к. 10а
Лицей «Столичный»;113162, ул. Хавская, д. 5
Лицей «Эверест»;127411, ул. Икшинская, д. 12
Лицей Международного университета (в Москве);125040, Ленинградский пр-кт, д. 17
Московский академический художественный лицей
Православный лицей духовной культуры во имя преподобного Серафима Саровского;105043, ул. 3-я Парковая, д. 34, стр. 1
